TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"5169161","Magic","Innistrad: Midnight Hunt","Chaplain of Alms","","13","U","Near Mint","0.07","","1.0500","0.0600","3","0","0.0600",""
"5161937","Magic","Innistrad: Midnight Hunt","Clear Shot","","176","U","Near Mint","0.02","","1.0000","0.0100","1","0","0.0500",""
"5161938","Magic","Innistrad: Midnight Hunt","Clear Shot","","176","U","Lightly Played","0.02","","1.0100","0.0200","0","0","0.0500",""
"5185947","Magic","Innistrad: Midnight Hunt","Component Collector","","43","C","Near Mint","0.02","0.01","1.0000","0.0100","1","0","0.0500",""
"5143361","Magic","Innistrad: Midnight Hunt","Consider","","44","C","Near Mint","0.77","0.77","1.6400","0.6500","0","0","0.7300",""
"5170836","Magic","Innistrad: Midnight Hunt","Consuming Blob","","177","M","Near Mint","0.37","0.30","1.2800","0.2900","1","0","0.3300",""
"5162837","Magic","Innistrad: Midnight Hunt","Contortionist Troupe","","178","U","Near Mint","0.05","0.03","1.0000","0.0100","3","0","0.0500",""
"5162838","Magic","Innistrad: Midnight Hunt","Contortionist Troupe","","178","U","Lightly Played","0.05","","1.0300","0.0400","0","0","0.0500",""
"5168311","Magic","Innistrad: Midnight Hunt","Corpse Cobble","","214","U","Near Mint","0.04","0.04","1.0000","0.0100","1","0","0.0500",""
"5170506","Magic","Innistrad: Midnight Hunt","Covert Cutpurse","","92","U","Near Mint","0.09","","1.0000","0.0100","1","0","0.0500",""
"5170285","Magic","Innistrad: Midnight Hunt","Covetous Castaway","","45","U","Near Mint","0.03","","1.0000","0.0100","1","0","0.0500",""
"5170286","Magic","Innistrad: Midnight Hunt","Covetous Castaway","","45","U","Lightly Played","0.03","","1.0200","0.0300","0","0","0.0500",""
"5183087","Magic","Innistrad: Midnight Hunt","Crossroads Candleguide","","253","C","Near Mint","0.01","0.01","1.0000","0.0100","1","0","0.0500",""
"5163387","Magic","Innistrad: Midnight Hunt","Curse of Leeches","","94","R","Near Mint","0.15","0.15","1.0900","0.1000","0","0","0.0900",""
"5161787","Magic","Innistrad: Midnight Hunt","Curse of Shaken Faith","","134","R","Near Mint","0.27","0.30","1.1400","0.1500","0","0","0.1800",""
"5176020","Magic","Innistrad: Midnight Hunt","Curse of Silence","","15","R","Near Mint","0.20","0.20","1.0300","0.0400","1","0","0.1000",""
"5177345","Magic","Innistrad: Midnight Hunt","Dawnhart Mentor","","179","U","Near Mint","0.01","0.01","1.0000","0.0100","2","0","0.0500",""
"5178780","Magic","Innistrad: Midnight Hunt","Dawnhart Mentor (Showcase)","","300","U","Near Mint","0.03","0.01","1.0000","0.0100","0","0","0.0500",""
"5160016","Magic","Innistrad: Midnight Hunt","Dawnhart Rejuvenator","","180","C","Near Mint","0.01","0.01","1.0000","0.0100","1","0","0.0500",""
"5171826","Magic","Innistrad: Midnight Hunt","Dawnhart Wardens","","216","U","Near Mint","0.01","0.01","1.0000","0.0100","1","0","0.0500",""
"5171936","Magic","Innistrad: Midnight Hunt","Dawnhart Wardens (Showcase)","","308","U","Near Mint","0.02","0.01","1.0000","0.0100","1","0","0.0500",""
"5182442","Magic","Innistrad: Midnight Hunt","Deathbonnet Sprout","","181","U","Near Mint","0.11","","1.0900","0.1000","0","0","0.0900",""
"5182443","Magic","Innistrad: Midnight Hunt","Deathbonnet Sprout","","181","U","Lightly Played","0.15","","1.1000","0.1100","0","0","0.1100",""
"5167211","Magic","Innistrad: Midnight Hunt","Defend the Celestus","","182","U","Near Mint","0.04","0.01","1.0000","0.0100","1","0","0.0500",""
"5160572","Magic","Innistrad: Midnight Hunt","Defenestrate","","95","C","Near Mint Foil","0.03","","1.0000","0.0100","1","0","0.0500",""
"5172845","Magic","Innistrad: Midnight Hunt","Delver of Secrets","","47","U","Lightly Played","0.32","","1.2300","0.2400","0","0","0.3100",""
"5180495","Magic","Innistrad: Midnight Hunt","Dennick, Pious Apprentice","","217","R","Near Mint","0.40","","1.2400","0.2500","0","0","0.2800",""
"5157146","Magic","Innistrad: Midnight Hunt","Deserted Beach","","260","R","Near Mint","7.59","8.46","5.7400","5.2400","0","0","6.2500",""
"5163277","Magic","Innistrad: Midnight Hunt","Devoted Grafkeeper","","218","U","Near Mint","0.01","0.01","1.0000","0.0100","2","0","0.0500",""
"5163278","Magic","Innistrad: Midnight Hunt","Devoted Grafkeeper","","218","U","Lightly Played","0.15","","1.0200","0.0300","1","0","0.0800",""
"5166101","Magic","Innistrad: Midnight Hunt","Diregraf Rebirth","","220","U","Near Mint","0.10","0.10","1.0400","0.0500","0","0","0.0700",""
"5162487","Magic","Innistrad: Midnight Hunt","Dissipate","","49","U","Near Mint","0.09","","1.0400","0.0500","0","0","0.0600",""
"5180935","Magic","Innistrad: Midnight Hunt","Dreadhound","","97","U","Near Mint","0.10","","1.0500","0.0600","0","0","0.0700",""
"5180936","Magic","Innistrad: Midnight Hunt","Dreadhound","","97","U","Lightly Played","0.12","","1.0900","0.1000","0","0","0.1000",""
"5186717","Magic","Innistrad: Midnight Hunt","Drownyard Amalgam","","50","C","Near Mint","0.01","0.01","1.0000","0.0100","2","0","0.0500",""
"5177455","Magic","Innistrad: Midnight Hunt","Dryad's Revival","","183","U","Near Mint","0.09","0.09","1.0800","0.0900","0","0","0.0800",""
"5177456","Magic","Innistrad: Midnight Hunt","Dryad's Revival","","183","U","Lightly Played","0.11","","1.1000","0.1100","0","0","0.1000",""
"5172624","Magic","Innistrad: Midnight Hunt","Duel for Dominance","","184","C","Near Mint","0.02","0.01","1.0000","0.0100","0","0","0.0500",""
"5172629","Magic","Innistrad: Midnight Hunt","Duel for Dominance","","184","C","Near Mint Foil","0.07","0.04","1.0000","0.0100","0","0","0.0500",""
"5183857","Magic","Innistrad: Midnight Hunt","Duelcraft Trainer","","16","U","Near Mint","0.04","0.01","1.0000","0.0100","1","0","0.0500",""
"5190397","Magic","Innistrad: Midnight Hunt","Duress","","98","C","Near Mint","0.04","","1.0000","0.0100","2","0","0.0500",""
"5177015","Magic","Innistrad: Midnight Hunt","Eaten Alive","","99","C","Near Mint","0.14","0.14","1.0300","0.0400","0","0","0.0800",""
"5189077","Magic","Innistrad: Midnight Hunt","Eccentric Farmer","","185","C","Near Mint","0.02","0.01","1.0000","0.0100","1","0","0.0500",""
"5184737","Magic","Innistrad: Midnight Hunt","Electric Revelation","","135","C","Near Mint","0.04","","1.0300","0.0400","0","0","0.0500",""
"5184742","Magic","Innistrad: Midnight Hunt","Electric Revelation","","135","C","Near Mint Foil","0.14","0.14","1.0700","0.0800","1","0","0.1000",""
"5156077","Magic","Innistrad: Midnight Hunt","Enduring Angel","","17","M","Near Mint","1.25","1.25","1.8700","0.8800","0","0","1.0000",""
"5181060","Magic","Innistrad: Midnight Hunt","Fading Hope","","51","U","Near Mint","1.47","1.78","1.9700","0.9800","0","0","0.9800",""
"5165621","Magic","Innistrad: Midnight Hunt","Faithful Mending","","221","U","Near Mint","0.41","","1.1400","0.1500","0","0","0.2500",""
"5186937","Magic","Innistrad: Midnight Hunt","Falcon Abomination","","52","C","Near Mint","0.03","0.01","1.0000","0.0100","1","0","0.0500",""
"5173984","Magic","Innistrad: Midnight Hunt","Falkenrath Perforator","","136","C","Near Mint","0.05","0.01","1.0000","0.0100","1","0","0.0500",""
"5171056","Magic","Innistrad: Midnight Hunt","Falkenrath Pit Fighter","","137","R","Near Mint","0.22","0.17","1.1400","0.1500","0","0","0.1600",""
"5160457","Magic","Innistrad: Midnight Hunt","Famished Foragers","","138","C","Near Mint","0.01","0.01","1.0000","0.0100","1","0","0.0500",""
"5170616","Magic","Innistrad: Midnight Hunt","Fangblade Brigand","","139","U","Near Mint","0.06","","1.0100","0.0200","1","0","0.0500",""
"5170726","Magic","Innistrad: Midnight Hunt","Fangblade Brigand (Showcase)","","292","U","Near Mint","0.02","0.01","1.0000","0.0100","0","0","0.0500",""
"5182662","Magic","Innistrad: Midnight Hunt","Fateful Absence","","18","R","Near Mint","0.85","0.82","1.6900","0.7000","0","0","0.7300",""
"5161047","Magic","Innistrad: Midnight Hunt","Festival Crasher","","140","C","Near Mint","0.05","0.04","1.0000","0.0100","0","0","0.0500",""
"5180160","Magic","Innistrad: Midnight Hunt","Field of Ruin","","262","U","Near Mint","0.20","0.20","1.1300","0.1400","0","0","0.1400",""
"5187267","Magic","Innistrad: Midnight Hunt","Firmament Sage","","53","U","Near Mint","0.02","0.01","1.0000","0.0100","2","0","0.0500",""
"5162077","Magic","Innistrad: Midnight Hunt","Flame Channeler","","141","U","Near Mint","0.04","0.02","1.0000","0.0100","3","0","0.0500",""
"5162078","Magic","Innistrad: Midnight Hunt","Flame Channeler","","141","U","Lightly Played","0.05","","1.0400","0.0500","0","0","0.0500",""
"5176245","Magic","Innistrad: Midnight Hunt","Flare of Faith","","19","C","Near Mint","0.02","0.01","1.0000","0.0100","1","0","0.0500",""
"5166621","Magic","Innistrad: Midnight Hunt","Fleshtaker","","222","U","Near Mint","0.12","0.08","1.0400","0.0500","0","0","0.0600",""
"5187487","Magic","Innistrad: Midnight Hunt","Flip the Switch","","54","C","Near Mint","0.05","0.04","1.0000","0.0100","0","0","0.0500",""
"5145374","Magic","Innistrad: Midnight Hunt","Forest (276)","","276","L","Near Mint","0.21","0.18","1.0800","0.0900","0","0","0.1300",""
"5145974","Magic","Innistrad: Midnight Hunt","Forest (277)","","277","L","Near Mint","0.21","0.18","1.0900","0.1000","3","0","0.1500",""
"5148805","Magic","Innistrad: Midnight Hunt","Forest (384)","","384","L","Near Mint","0.10","0.05","1.0200","0.0300","0","0","0.0500",""
"5161267","Magic","Innistrad: Midnight Hunt","Foul Play","","101","U","Near Mint","0.03","0.01","1.0000","0.0100","1","0","0.0500",""
"5161268","Magic","Innistrad: Midnight Hunt","Foul Play","","101","U","Lightly Played","0.01","","1.0000","0.0100","0","0","0.0500",""
"5192927","Magic","Innistrad: Midnight Hunt","Galedrifter","","55","C","Near Mint","0.02","0.01","1.0000","0.0100","2","0","0.0500",""
"5162947","Magic","Innistrad: Midnight Hunt","Gavony Dawnguard","","20","U","Near Mint","0.04","","1.0000","0.0100","1","0","0.0500",""
"5184077","Magic","Innistrad: Midnight Hunt","Gavony Silversmith","","21","C","Near Mint","0.01","0.01","1.0000","0.0100","0","0","0.0500",""
"5184297","Magic","Innistrad: Midnight Hunt","Gavony Trapper","","22","C","Near Mint","0.02","0.01","1.0000","0.0100","1","0","0.0500",""
"5187707","Magic","Innistrad: Midnight Hunt","Geistwave","","56","C","Near Mint","0.07","0.05","1.0300","0.0400","0","0","0.0500",""
"5171276","Magic","Innistrad: Midnight Hunt","Ghoulish Procession","","102","U","Near Mint","0.20","0.22","1.1300","0.1400","0","0","0.1600",""
"5171277","Magic","Innistrad: Midnight Hunt","Ghoulish Procession","","102","U","Lightly Played","0.23","","1.1800","0.1900","0","0","0.2000",""
"5162267","Magic","Innistrad: Midnight Hunt","Gisa, Glorious Resurrector","","103","R","Near Mint","1.75","1.81","1.9900","1.0000","0","0","1.3200",""
"5168901","Magic","Innistrad: Midnight Hunt","Grafted Identity","","57","R","Near Mint","0.10","0.10","1.0000","0.0100","1","0","0.0500",""
"5177895","Magic","Innistrad: Midnight Hunt","Grizzly Ghoul","","226","U","Near Mint","0.06","0.01","1.0000","0.0100","2","0","0.0500",""
"5182292","Magic","Innistrad: Midnight Hunt","Hallowed Respite","","227","R","Near Mint","0.15","0.15","1.0300","0.0400","1","0","0.1000",""
"5185617","Magic","Innistrad: Midnight Hunt","Harvesttide Infiltrator","","143","C","Near Mint","0.01","0.01","1.0000","0.0100","0","0","0.0500",""
"5189517","Magic","Innistrad: Midnight Hunt","Harvesttide Sentry","","186","C","Near Mint","0.01","","1.0000","0.0100","1","0","0.0500",""
"5157586","Magic","Innistrad: Midnight Hunt","Haunted Ridge","","263","R","Near Mint","10.45","11.50","9.9900","9.4900","0","0","11.2900",""
"5157696","Magic","Innistrad: Midnight Hunt","Haunted Ridge (Borderless)","","282","R","Near Mint","11.54","12.21","10.5700","9.5800","0","0","10.1700",""
"5163167","Magic","Innistrad: Midnight Hunt","Heirloom Mirror","","105","U","Near Mint","0.02","0.02","1.0000","0.0100","2","0","0.0500",""
"5163168","Magic","Innistrad: Midnight Hunt","Heirloom Mirror","","105","U","Lightly Played","0.07","","1.0300","0.0400","0","0","0.0500",""
"5163717","Magic","Innistrad: Midnight Hunt","Hobbling Zombie","","106","C","Near Mint","0.05","0.05","1.0000","0.0100","1","0","0.0500",""
"5179460","Magic","Innistrad: Midnight Hunt","Hound Tamer","","187","U","Near Mint","0.12","","1.0900","0.1000","0","0","0.0900",""
"5179461","Magic","Innistrad: Midnight Hunt","Hound Tamer","","187","U","Lightly Played","0.19","","1.1100","0.1200","0","0","0.1600",""
"5156572","Magic","Innistrad: Midnight Hunt","Howl of the Hunt","","188","C","Near Mint","0.05","0.01","1.0000","0.0100","1","0","0.0500",""
"5169531","Magic","Innistrad: Midnight Hunt","Hungry for More","","228","U","Near Mint","0.03","0.03","1.0000","0.0100","1","0","0.0500",""
"5169536","Magic","Innistrad: Midnight Hunt","Hungry for More","","228","U","Near Mint Foil","0.13","0.10","1.0500","0.0600","1","0","0.0900",""
"5168201","Magic","Innistrad: Midnight Hunt","Immolation","","144","C","Near Mint","0.01","0.01","1.0000","0.0100","2","0","0.0500",""
"5143251","Magic","Innistrad: Midnight Hunt","Infernal Grasp","","107","U","Near Mint","1.47","1.47","1.9800","0.9900","0","0","1.2000",""
"5171716","Magic","Innistrad: Midnight Hunt","Intrepid Adversary","","25","M","Near Mint","0.80","0.77","1.6400","0.6500","0","0","0.7100",""
"5145044","Magic","Innistrad: Midnight Hunt","Island (270)","","270","L","Near Mint","0.28","","1.0900","0.1000","0","0","0.2000",""
"5145644","Magic","Innistrad: Midnight Hunt","Island (271)","","271","L","Near Mint","0.19","0.19","1.1200","0.1300","6","0","0.1600",""
"5148655","Magic","Innistrad: Midnight Hunt","Island (381)","","381","L","Near Mint","0.08","0.08","1.0200","0.0300","0","0","0.0500",""
"5158026","Magic","Innistrad: Midnight Hunt","Jadar, Ghoulcaller of Nephalia","","108","R","Near Mint","2.69","2.73","2.9700","1.9800","0","0","2.1400",""
"5143911","Magic","Innistrad: Midnight Hunt","Join the Dance","","229","U","Near Mint","0.07","0.09","1.0000","0.0100","0","0","0.0500",""
"5185837","Magic","Innistrad: Midnight Hunt","Katilda, Dawnhart Prime (Showcase)","","309","R","Near Mint","0.32","0.27","1.1100","0.1200","0","0","0.2100",""
"5163937","Magic","Innistrad: Midnight Hunt","Kessig Naturalist","","231","U","Near Mint","0.16","0.16","1.1100","0.1200","0","0","0.1500",""
"5164047","Magic","Innistrad: Midnight Hunt","Kessig Naturalist (Showcase)","","310","U","Near Mint","0.05","0.04","1.0100","0.0200","0","0","0.0500",""
"5186057","Magic","Innistrad: Midnight Hunt","Lambholt Harrier","","145","C","Near Mint","0.01","0.01","1.0000","0.0100","1","0","0.0500",""
"5171606","Magic","Innistrad: Midnight Hunt","Larder Zombie","","58","C","Near Mint","0.01","0.01","1.0000","0.0100","1","0","0.0500",""
"5174604","Magic","Innistrad: Midnight Hunt","Lier, Disciple of the Drowned (Showcase)","","313","M","Near Mint","3.75","4.43","3.8900","2.9000","0","0","3.5700",""
"5166881","Magic","Innistrad: Midnight Hunt","Liesa, Forgotten Archangel","","232","R","Near Mint","3.51","4.04","3.4900","2.5000","0","0","3.4400",""
"5160677","Magic","Innistrad: Midnight Hunt","Light Up the Night","","146","R","Near Mint","0.13","0.13","1.0200","0.0300","1","0","0.0800",""
"5171496","Magic","Innistrad: Midnight Hunt","Locked in the Cemetery","","60","C","Near Mint","0.01","0.01","1.0000","0.0100","2","0","0.0500",""
"5190727","Magic","Innistrad: Midnight Hunt","Lord of the Forsaken","","110","M","Near Mint","0.64","0.64","1.2800","0.2900","0","0","0.4500",""
"5169271","Magic","Innistrad: Midnight Hunt","Loyal Gryff","","26","U","Near Mint","0.03","0.01","1.0000","0.0100","1","0","0.0500",""
"5189407","Magic","Innistrad: Midnight Hunt","Ludevic, Necrogenius","","233","R","Near Mint","0.17","0.16","1.0500","0.0600","0","0","0.1100",""
"5163827","Magic","Innistrad: Midnight Hunt","Lunar Frenzy","","147","U","Near Mint","0.05","","1.0400","0.0500","0","0","0.0500",""
"5187927","Magic","Innistrad: Midnight Hunt","Malevolent Hermit","","61","R","Near Mint","1.05","1.16","1.5900","0.6000","1","0","0.8000",""
"5177125","Magic","Innistrad: Midnight Hunt","Mask of Griselbrand","","111","R","Near Mint","0.51","0.50","1.3900","0.4000","0","0","0.4300",""
"5181432","Magic","Innistrad: Midnight Hunt","Memory Deluge","","62","R","Near Mint","0.50","0.56","1.2300","0.2400","0","0","0.3200",""
"5159906","Magic","Innistrad: Midnight Hunt","Might of the Old Ways","","189","C","Near Mint","0.03","0.01","1.0000","0.0100","1","0","0.0500",""
"5186282","Magic","Innistrad: Midnight Hunt","Moonrager's Slash","","148","C","Near Mint Foil","0.07","0.07","1.0200","0.0300","1","0","0.0500",""
"5174714","Magic","Innistrad: Midnight Hunt","Moonsilver Key","","255","U","Near Mint","0.64","0.70","1.3200","0.3300","0","0","0.3800",""
"5174715","Magic","Innistrad: Midnight Hunt","Moonsilver Key","","255","U","Lightly Played","0.54","","1.4400","0.4500","0","0","0.4500",""
"5180271","Magic","Innistrad: Midnight Hunt","Morbid Opportunist","","113","U","Near Mint","1.72","1.79","1.8300","0.8400","0","0","1.2400",""
"5191057","Magic","Innistrad: Midnight Hunt","Morkrut Behemoth","","114","C","Near Mint","0.02","0.01","1.0000","0.0100","2","0","0.0500",""
"5145264","Magic","Innistrad: Midnight Hunt","Mountain (274)","","274","L","Near Mint","0.23","0.19","1.0900","0.1000","2","0","0.1500",""
"5145864","Magic","Innistrad: Midnight Hunt","Mountain (275)","","275","L","Near Mint","0.18","0.20","1.0700","0.0800","0","0","0.1300",""
"5185067","Magic","Innistrad: Midnight Hunt","Mourning Patrol","","28","C","Near Mint","0.01","0.01","1.0000","0.0100","1","0","0.0500",""
"5170395","Magic","Innistrad: Midnight Hunt","Mysterious Tome","","63","U","Near Mint","0.06","","1.0000","0.0100","1","0","0.0500",""
"5170396","Magic","Innistrad: Midnight Hunt","Mysterious Tome","","63","U","Lightly Played","0.05","","1.0200","0.0300","0","0","0.0500",""
"5173214","Magic","Innistrad: Midnight Hunt","Mystic Skull","","256","U","Near Mint","0.06","","1.0200","0.0300","0","0","0.0500",""
"5173215","Magic","Innistrad: Midnight Hunt","Mystic Skull","","256","U","Lightly Played","0.09","","1.0600","0.0700","0","0","0.0700",""
"5168791","Magic","Innistrad: Midnight Hunt","Nebelgast Intruder","","64","U","Near Mint","0.01","0.01","1.0000","0.0100","1","0","0.0500",""
"5168792","Magic","Innistrad: Midnight Hunt","Nebelgast Intruder","","64","U","Lightly Played","0.01","","1.0000","0.0100","0","0","0.0500",""
"5170063","Magic","Innistrad: Midnight Hunt","Necrosynthesis","","115","U","Near Mint","0.10","0.10","1.0000","0.0100","0","0","0.0500",""
"5170064","Magic","Innistrad: Midnight Hunt","Necrosynthesis","","115","U","Lightly Played","0.10","0.10","1.0600","0.0700","0","0","0.0700",""
"5170068","Magic","Innistrad: Midnight Hunt","Necrosynthesis","","115","U","Near Mint Foil","0.18","","1.0900","0.1000","0","0","0.1400",""
"5186827","Magic","Innistrad: Midnight Hunt","Neonate's Rush","","151","C","Near Mint","0.01","0.01","1.0000","0.0100","1","0","0.0500",""
"5191387","Magic","Innistrad: Midnight Hunt","No Way Out","","116","C","Near Mint","0.02","0.01","1.0000","0.0100","1","0","0.0500",""
"5191497","Magic","Innistrad: Midnight Hunt","Novice Occultist","","117","C","Near Mint","0.06","0.01","1.0000","0.0100","1","0","0.0500",""
"5187157","Magic","Innistrad: Midnight Hunt","Obsessive Astronomer","","152","U","Near Mint","0.02","0.01","1.0000","0.0100","1","0","0.0500",""
"5187158","Magic","Innistrad: Midnight Hunt","Obsessive Astronomer","","152","U","Lightly Played","0.07","0.03","1.0300","0.0400","0","0","0.0500",""
"5187162","Magic","Innistrad: Midnight Hunt","Obsessive Astronomer","","152","U","Near Mint Foil","0.06","0.02","1.0100","0.0200","1","0","0.0500",""
"5173434","Magic","Innistrad: Midnight Hunt","Odric's Outrider","","29","U","Near Mint","0.03","0.01","1.0000","0.0100","2","0","0.0500",""
"5191607","Magic","Innistrad: Midnight Hunt","Olivia's Midnight Ambush","","118","C","Near Mint","0.02","0.01","1.0000","0.0100","1","0","0.0500",""
"5160827","Magic","Innistrad: Midnight Hunt","Ominous Roost","","65","U","Near Mint","0.04","0.01","1.0000","0.0100","1","0","0.0500",""
"5160828","Magic","Innistrad: Midnight Hunt","Ominous Roost","","65","U","Lightly Played","0.02","0.02","1.0000","0.0100","0","0","0.0500",""
"5188187","Magic","Innistrad: Midnight Hunt","Otherworldly Gaze","","67","C","Near Mint","0.39","","1.2300","0.2400","0","0","0.3000",""
"5190068","Magic","Innistrad: Midnight Hunt","Outland Liberator","","190","U","Lightly Played","0.52","","1.4800","0.4900","0","0","0.5000",""
"5184957","Magic","Innistrad: Midnight Hunt","Outland Liberator (Showcase)","","303","U","Near Mint","0.27","0.29","1.0900","0.1000","0","0","0.1700",""
"5184962","Magic","Innistrad: Midnight Hunt","Outland Liberator (Showcase)","","303","U","Near Mint Foil","1.82","1.97","2.1500","1.1600","1","0","1.4400",""
"5156926","Magic","Innistrad: Midnight Hunt","Overgrown Farmland","","265","R","Near Mint","5.40","6.43","4.8800","3.8900","0","0","4.6900",""
"5173654","Magic","Innistrad: Midnight Hunt","Overwhelmed Archivist","","68","U","Near Mint","0.02","0.01","1.0000","0.0100","1","0","0.0500",""
"5173655","Magic","Innistrad: Midnight Hunt","Overwhelmed Archivist","","68","U","Lightly Played","0.03","","1.0100","0.0200","0","0","0.0500",""
"5173659","Magic","Innistrad: Midnight Hunt","Overwhelmed Archivist","","68","U","Near Mint Foil","0.08","0.07","1.0300","0.0400","1","0","0.0500",""
"5171386","Magic","Innistrad: Midnight Hunt","Patrician Geist","","69","R","Near Mint","0.20","0.18","1.1700","0.1800","1","0","0.1800",""
"5156337","Magic","Innistrad: Midnight Hunt","Pestilent Wolf","","192","C","Near Mint","0.02","0.01","1.0000","0.0100","1","0","0.0500",""
"5180825","Magic","Innistrad: Midnight Hunt","Phantom Carriage","","70","U","Near Mint","0.01","0.01","1.0000","0.0100","2","0","0.0500",""
"5180826","Magic","Innistrad: Midnight Hunt","Phantom Carriage","","70","U","Lightly Played","0.01","","1.0000","0.0100","0","0","0.0500",""
"5146084","Magic","Innistrad: Midnight Hunt","Plains (268)","","268","L","Near Mint","0.17","","1.0600","0.0700","2","0","0.1100",""
"5146088","Magic","Innistrad: Midnight Hunt","Plains (268)","","268","L","Damaged","","","1.0400","0.0500","1","0","0.0500",""
"5145534","Magic","Innistrad: Midnight Hunt","Plains (269)","","269","L","Near Mint","0.17","0.03","1.0300","0.0400","2","0","0.1000",""
"5143581","Magic","Innistrad: Midnight Hunt","Play with Fire","","154","U","Near Mint","1.86","2.00","1.9900","1.0000","0","0","1.3200",""
"5190837","Magic","Innistrad: Midnight Hunt","Plummet","","193","C","Near Mint","0.02","0.01","1.0000","0.0100","1","0","0.0500",""
"5163057","Magic","Innistrad: Midnight Hunt","Poppet Stitcher","","71","M","Near Mint","3.33","3.36","4.2100","3.2200","0","0","3.3800",""
"5170946","Magic","Innistrad: Midnight Hunt","Purifying Dragon","","155","U","Near Mint","0.04","0.01","1.0000","0.0100","1","0","0.0500",""
"5170947","Magic","Innistrad: Midnight Hunt","Purifying Dragon","","155","U","Lightly Played","0.06","0.04","1.0100","0.0200","0","0","0.0500",""
"5187597","Magic","Innistrad: Midnight Hunt","Raze the Effigy","","156","C","Near Mint","0.06","0.06","1.0400","0.0500","0","0","0.0500",""
"5175538","Magic","Innistrad: Midnight Hunt","Rem Karolus, Stalwart Slayer","","235","R","Damaged","","","1.4100","0.4200","0","0","0.4100",""
"5175539","Magic","Innistrad: Midnight Hunt","Rem Karolus, Stalwart Slayer","","235","R","Near Mint Foil","0.38","","1.2400","0.2500","1","0","0.3100",""
"5191277","Magic","Innistrad: Midnight Hunt","Return to Nature","","195","C","Near Mint","0.15","0.15","1.0900","0.1000","0","0","0.1100",""
"5188447","Magic","Innistrad: Midnight Hunt","Revenge of the Drowned","","72","C","Near Mint","0.01","0.01","1.0000","0.0100","2","0","0.0500",""
"5177235","Magic","Innistrad: Midnight Hunt","Rise of the Ants","","196","U","Near Mint","0.02","0.01","1.0000","0.0100","1","0","0.0500",""
"5177236","Magic","Innistrad: Midnight Hunt","Rise of the Ants","","196","U","Lightly Played","0.02","","1.0000","0.0100","0","0","0.0500",""
"5161377","Magic","Innistrad: Midnight Hunt","Rite of Harmony","","236","R","Near Mint","0.88","0.93","1.6700","0.6800","0","0","0.7300",""
"5161382","Magic","Innistrad: Midnight Hunt","Rite of Harmony","","236","R","Near Mint Foil","1.27","1.26","1.9800","0.9900","0","0","1.1100",""
"5189847","Magic","Innistrad: Midnight Hunt","Rite of Oblivion","","237","U","Near Mint","0.29","0.32","1.2200","0.2300","0","0","0.2700",""
"5167981","Magic","Innistrad: Midnight Hunt","Ritual Guardian","","30","C","Near Mint","0.01","0.01","1.0000","0.0100","1","0","0.0500",""
"5172214","Magic","Innistrad: Midnight Hunt","Ritual of Hope","","31","U","Near Mint","0.03","0.01","1.0000","0.0100","2","0","0.0500",""
"5178005","Magic","Innistrad: Midnight Hunt","Rootcoil Creeper","","238","U","Near Mint","0.09","0.09","1.0100","0.0200","0","0","0.0600",""
"5178006","Magic","Innistrad: Midnight Hunt","Rootcoil Creeper","","238","U","Lightly Played","0.10","","1.0800","0.0900","0","0","0.0800",""
"5191717","Magic","Innistrad: Midnight Hunt","Rotten Reunion","","119","C","Near Mint","0.08","0.06","1.0300","0.0400","0","0","0.0500",""
"5172734","Magic","Innistrad: Midnight Hunt","Sacred Fire","","239","U","Near Mint","0.07","0.07","1.0200","0.0300","1","0","0.0500",""
"5158686","Magic","Innistrad: Midnight Hunt","Secrets of the Key","","73","C","Near Mint","0.06","0.04","1.0000","0.0100","0","0","0.0500",""
"5165317","Magic","Innistrad: Midnight Hunt","Seize the Storm","","158","U","Near Mint","0.03","0.01","1.0000","0.0100","0","0","0.0500",""
"5165318","Magic","Innistrad: Midnight Hunt","Seize the Storm","","158","U","Lightly Played","0.06","0.04","1.0300","0.0400","0","0","0.0500",""
"5192597","Magic","Innistrad: Midnight Hunt","Shady Traveler","","120","C","Near Mint","0.02","0.01","1.0000","0.0100","1","0","0.0500",""
"5184192","Magic","Innistrad: Midnight Hunt","Shady Traveler (Showcase)","","291","C","Near Mint Foil","0.06","0.03","1.0000","0.0100","1","0","0.0500",""
"5157366","Magic","Innistrad: Midnight Hunt","Shipwreck Marsh","","267","R","Near Mint","3.01","3.04","3.3900","2.4000","0","0","2.5400",""
"5171166","Magic","Innistrad: Midnight Hunt","Siege Zombie","","121","C","Near Mint","0.01","0.01","1.0000","0.0100","1","0","0.0500",""
"5171171","Magic","Innistrad: Midnight Hunt","Siege Zombie","","121","C","Near Mint Foil","0.05","0.04","1.0000","0.0100","0","0","0.0500",""
"5185397","Magic","Innistrad: Midnight Hunt","Sigarda's Splendor","","33","R","Near Mint","0.28","","1.2400","0.2500","0","0","0.2700",""
"5183197","Magic","Innistrad: Midnight Hunt","Silver Bolt","","258","C","Near Mint","0.02","","1.0000","0.0100","1","0","0.0500",""
